id,ürün,tahmin fiyat,ürün fiyatı,1_fiyat,2_fiyat,3_fiyat
7224,Makarna,6.391217,6.45,6.12,5.81,5.56
7225,Mısır,8.024266,8.03,7.62,7.36,7.03
7226,Mısır unu,50.242336,50.6,48.44,46.5,44.25
7227,Nişasta,22.165615,22.17,21.1,20.07,19.19
7228,Pilav,21.603031,21.67,20.62,19.62,18.91
7229,Pirinç unu,29.593737,29.73,28.14,26.44,25.48
7230,Şehriye,30.649378,30.49,29.64,28.26,27.0
7231,Tarhana,16.129948,16.1,15.32,14.3,13.58
7232,Yulaf unu,50.655155,50.45,48.93,46.73,43.78
7233,yumurta,32.547302,32.61,31.14,29.63,28.08
7234,beyaz peynir,60.628654,60.47,58.03,55.87,53.04
7235,Kaşar peyniri,60.462116,59.91,57.29,53.0,50.08
7236,krema,31.668333,31.63,31.1,29.87,28.53
7237,yoğurt,42.68647,42.36,41.06,39.17,37.69
7238,sucuk,65.48232,65.36,62.42,59.09,55.67
7239,salam,57.24238,57.03,54.73,52.51,49.87
7240,sosis,49.01888,48.92,46.29,44.3,42.03
7241,tam buğday ekmek,16.712057,16.64,15.88,14.92,14.15
7242,kaymak,71.134125,69.34,66.23,62.71,60.18
7243,bal,92.5532,92.86,88.38,82.58,79.6
7244,tereyağ,71.45206,70.72,67.74,64.79,61.3
7245,Armut,16.411116,16.39,15.74,15.04,14.39
7246,Çilek,20.419104,20.36,19.64,18.56,17.74
7247,Elma,27.55927,27.45,26.36,24.87,23.96
7248,Erik türleri,28.45907,28.46,26.97,25.39,24.06
7249,İncir,14.233953,14.2,13.64,13.04,12.35
7250,Karadut,21.563799,21.46,20.5,19.6,18.99
7251,Karpuz,23.825603,23.8,23.05,21.69,20.53
7252,Kavun,27.135868,27.12,25.86,24.64,23.2
7253,Kayısı,16.36323,16.36,15.78,15.02,14.36
7254,Kiraz,19.75888,19.67,19.11,18.13,17.26
7255,Limon,13.608305,13.67,12.93,12.38,11.7
7256,Mandalina,11.9032545,11.87,11.5,11.07,10.47
7257,Muz,36.04485,36.0,34.99,33.23,31.65
7258,Nar,32.505817,32.51,31.39,29.54,27.85
7259,Portakal,17.054142,17.05,16.49,15.81,15.1
7260,Şeftali,21.36417,21.39,20.66,19.75,19.0
7261,Üzüm,20.283192,20.21,19.38,18.45,17.43
7262,Vişne,20.164593,20.16,19.06,18.17,17.24
7263,fındık,58.67965,58.64,56.47,53.31,49.84
7264,fıstık,67.058266,67.09,63.08,59.98,56.89
7265,kaju,61.878452,62.52,60.16,56.8,54.66
7266,badem,61.32278,62.26,60.03,57.9,55.39
7267,ceviz,69.07277,69.27,66.4,62.58,59.78
7268,kıyma,129.6168,139.34,132.51,126.06,122.93
7269,tavuk,44.272984,44.36,42.51,40.59,38.66
7270,hindi,45.86087,45.6,43.81,41.68,39.84
7271,Bakla-kuru,26.12576,26.08,24.66,23.62,22.52
7272,Bakla-taze,53.21355,52.89,50.42,47.89,46.13
7273,Bamya,24.209743,24.39,23.02,21.89,20.8
7274,Barbunya-kuru,26.685236,26.66,25.21,23.6,22.57
7275,Bezelye-taze,51.895874,51.83,49.43,47.64,45.87
7276,Biber-yeşil,55.698753,55.88,53.61,50.85,47.93
7277,Brüksel laha.,104.91112,107.18,103.12,96.98,91.91
7278,Domates,17.50045,17.51,16.67,15.82,14.86
7279,Enginar,45.96569,45.74,43.79,41.83,40.29
7280,Fasulye-kuru,38.54958,38.69,36.6,35.61,34.23
7281,Fasulye-taze,39.831207,39.84,38.66,36.55,35.04
7282,Havuç,36.11834,35.88,34.86,32.45,30.83
7283,Salatalık,16.039675,16.04,15.15,14.13,13.46
7284,Ispanak,49.83141,49.96,48.0,46.47,44.1
7285,Kabak,32.875374,32.94,31.47,30.15,28.71
7286,Karnabahar,26.673155,26.73,25.63,24.6,23.46
7287,Kereviz-baş,23.525003,23.57,22.29,21.55,20.3
7288,Kırmızı-pancar,23.117659,23.14,22.26,21.09,20.27
7289,Lahana,28.349943,28.48,27.15,26.16,25.29
7290,Mantar,55.026318,55.37,51.94,49.33,46.55
7291,Marul,24.450172,24.22,23.62,22.45,21.3
7292,Mercimek-kuru,20.424887,20.24,19.75,18.68,18.02
7293,Nohut,21.095318,21.01,19.98,19.31,18.23
7294,Pancar,26.810835,26.89,25.22,23.94,22.54
7295,Patates,13.777965,13.75,13.14,12.34,11.66
7296,Patlıcan,39.043964,39.07,37.27,34.84,33.64
7297,Pazı,8.359857,8.35,8.18,7.82,7.44
7298,Pırasa,12.802572,12.75,12.3,11.67,11.23
7299,Semizotu,11.8083105,11.88,11.33,10.7,10.1
7300,Buğday ekmeği,3.2732549,3.27,3.15,3.05,2.86
7301,Bulgur,6.8577023,6.91,6.57,6.19,5.97
7302,Erişte,16.077608,15.94,15.68,14.75,14.11
7303,Makarna,6.851005,6.91,6.59,6.23,5.85
7304,Mısır,7.984603,8.0,7.65,7.22,6.91
7305,Mısır unu,52.42583,52.02,50.43,48.51,46.1
7306,Nişasta,22.963081,22.84,22.17,21.04,20.09
7307,Pilav,16.598904,16.58,16.01,15.14,14.29
7308,Pirinç unu,29.904251,29.97,28.69,27.31,26.04
7309,Şehriye,25.682673,25.69,24.47,23.25,22.1
7310,Tarhana,16.037218,15.98,15.43,14.6,14.18
7311,Yulaf unu,45.2863,44.92,43.8,41.75,39.52
7312,yumurta,36.313477,36.25,34.8,32.98,31.97
7313,beyaz peynir,64.37405,64.1,61.45,57.74,54.51
7314,Kaşar peyniri,71.41335,69.94,67.94,65.74,62.33
7315,krema,31.997341,32.1,30.66,29.18,27.63
7316,yoğurt,55.345505,55.33,52.62,50.44,48.46
7317,sucuk,72.679634,71.07,67.5,62.79,59.32
7318,salam,50.894104,50.64,48.79,46.83,45.54
7319,sosis,49.7035,49.84,47.79,45.41,43.61
7320,tam buğday ekmek,15.6538,15.57,15.1,14.51,13.93
7321,kaymak,68.19716,67.69,64.96,60.32,57.81
7322,bal,96.72655,101.81,101.23,96.49,91.11
7323,tereyağ,71.41483,70.34,67.47,64.49,62.3
7324,Armut,17.14566,17.12,16.33,15.5,14.6
7325,Çilek,21.093178,21.21,19.96,18.83,17.96
7326,Elma,29.683819,29.75,28.78,27.61,26.16
7327,Erik türleri,24.227581,24.12,23.36,22.4,21.31
7328,İncir,18.052683,17.93,17.57,16.56,15.66
7329,Karadut,20.451605,20.5,19.43,18.59,17.52
7330,Karpuz,28.782036,28.61,27.55,26.09,24.39
7331,Kavun,27.131067,27.18,25.83,25.01,23.91
7332,Kayısı,18.030901,17.94,17.14,16.16,15.43
7333,Kiraz,18.50503,18.57,17.72,17.28,16.27
7334,Limon,12.080399,12.02,11.7,11.09,10.54
7335,Mandalina,12.978337,13.06,12.48,11.96,11.32
7336,Muz,30.860601,31.05,29.53,28.49,26.98
7337,Nar,35.94155,35.74,34.14,32.25,30.79
7338,Portakal,18.90678,18.88,18.07,17.05,15.86
7339,Şeftali,23.570078,23.48,22.78,21.45,20.24
7340,Üzüm,23.631094,23.52,22.61,21.85,20.58
7341,Vişne,18.297739,18.22,17.52,16.52,15.67
7342,fındık,54.811035,54.83,51.53,48.84,46.51
7343,fıstık,61.926132,62.86,60.13,57.43,54.11
7344,kaju,64.93833,64.09,61.61,58.13,56.03
7345,badem,65.2971,65.2,61.4,58.65,56.28
7346,ceviz,67.041214,66.74,63.89,61.2,58.12
7347,kıyma,122.60023,133.27,126.98,121.37,116.02
7348,tavuk,47.318707,47.06,44.88,42.63,40.52
7349,hindi,54.00241,52.89,50.54,47.55,44.8
7350,Bakla-kuru,32.043747,32.2,30.66,29.13,27.49
7351,Bakla-taze,51.170143,50.93,49.02,46.34,44.7
7352,Bamya,21.235456,21.11,20.16,19.05,18.05
7353,Barbunya-kuru,26.308195,26.24,24.94,23.92,22.77
7354,Bezelye-taze,57.593903,57.76,54.93,51.97,50.06
7355,Biber-yeşil,48.291515,47.73,46.2,43.18,40.42
7356,Brüksel laha.,102.739136,110.07,103.45,97.49,92.82
7357,Domates,16.660627,16.77,15.81,15.03,14.44
7358,Enginar,41.401306,41.65,40.1,37.86,36.48
7359,Fasulye-kuru,36.437065,36.64,35.04,32.95,31.35
7360,Fasulye-taze,39.69385,39.31,37.63,35.13,33.55
7361,Havuç,34.80644,34.66,33.74,31.89,30.37
7362,Salatalık,17.334755,17.32,16.53,15.95,15.18
7363,Ispanak,44.85506,44.8,43.32,40.72,38.31
7364,Kabak,30.3551,30.49,29.13,28.0,26.71
7365,Karnabahar,32.457787,32.52,31.09,29.87,28.64
7366,Kereviz-baş,24.0779,24.05,22.89,22.01,21.06
7367,Kırmızı-pancar,26.580355,26.56,25.88,24.61,22.93
7368,Lahana,30.189987,30.29,28.75,27.02,26.05
7369,Mantar,49.73526,50.2,48.43,46.77,44.99
7370,Marul,26.858532,26.85,25.62,24.08,22.92
7371,Mercimek-kuru,21.892212,21.86,21.07,20.28,19.13
7372,Nohut,18.109312,17.95,17.4,16.34,15.57
7373,Pancar,32.650566,32.48,31.33,29.35,27.83
7374,Patates,14.650162,14.7,14.01,13.44,12.67
7375,Patlıcan,32.249615,32.17,31.21,29.6,28.35
7376,Pazı,9.349555,9.36,8.98,8.52,8.06
7377,Pırasa,13.226953,13.16,12.73,12.06,11.47
7378,Semizotu,11.375138,11.38,10.92,10.46,9.93
7379,Buğday ekmeği,2.9717226,3.01,2.88,2.72,2.64
7380,Bulgur,6.296166,6.34,6.04,5.74,5.42
7381,Erişte,16.051296,16.0,15.26,14.43,13.76
7382,Makarna,6.363984,6.38,6.1,5.81,5.56
7383,Mısır,7.627024,7.57,7.31,6.92,6.59
7384,Mısır unu,48.529152,48.14,45.99,43.9,42.43
7385,Nişasta,20.557947,20.53,19.86,19.18,18.05
7386,Pilav,17.358023,17.39,16.69,16.05,15.09
7387,Pirinç unu,29.870506,29.58,28.53,26.68,25.39
7388,Şehriye,30.1013,30.11,28.65,26.86,25.68
7389,Tarhana,14.907898,15.11,14.17,13.43,12.58
7390,Yulaf unu,43.356277,43.37,42.25,41.23,39.05
7391,yumurta,30.369274,30.44,29.16,27.46,26.15
7392,beyaz peynir,58.220615,58.58,56.53,54.54,52.17
7393,Kaşar peyniri,70.640434,70.38,68.58,65.93,62.92
7394,krema,33.335976,33.1,32.12,30.59,28.83
7395,yoğurt,51.384514,50.86,49.02,47.09,43.46
7396,sucuk,61.26138,61.7,59.83,57.43,55.37
7397,salam,52.853893,52.86,49.67,47.52,45.53
7398,sosis,50.511864,50.74,48.58,45.34,43.1
7399,tam buğday ekmek,17.42949,17.35,16.54,15.53,14.85
7400,kaymak,61.86155,61.94,59.1,55.93,52.96
7401,bal,104.13451,112.0,110.05,104.73,97.66
7402,tereyağ,70.85592,70.56,68.98,65.23,61.2
7403,Armut,18.571535,18.56,17.82,17.14,16.31
7404,Çilek,20.241978,20.3,19.33,18.44,17.6
7405,Elma,23.505741,23.51,22.82,21.64,20.51
7406,Erik türleri,30.60148,30.6,29.36,27.94,26.66
7407,İncir,20.510883,20.53,19.43,18.47,17.46
7408,Karadut,18.300781,18.34,17.46,16.8,15.94
7409,Karpuz,25.172167,25.22,24.07,23.1,22.09
7410,Kavun,28.1258,28.2,27.42,26.57,25.35
7411,Kayısı,16.003048,15.94,15.32,14.43,13.94
7412,Kiraz,21.313406,21.44,20.31,19.35,18.39
7413,Limon,14.044266,14.0,13.47,12.71,12.06
7414,Mandalina,12.688096,12.5,12.17,11.3,10.75
7415,Muz,36.5452,36.52,34.73,33.43,32.19
7416,Nar,31.960718,31.97,30.58,28.9,27.47
7417,Portakal,17.261204,17.28,16.45,15.78,15.0
7418,Şeftali,24.284365,24.25,23.13,22.05,20.8
7419,Üzüm,21.551903,21.66,20.42,19.5,18.83
7420,Vişne,16.444881,16.41,15.66,14.77,14.06
7421,fındık,61.392776,61.29,58.81,55.2,53.13
7422,fıstık,64.34221,64.06,61.15,57.94,56.1
7423,kaju,66.272575,66.96,63.72,60.38,57.76
7424,badem,71.65595,72.58,69.92,67.48,64.52
7425,ceviz,72.42753,71.48,68.22,64.99,62.68
7426,kıyma,126.53331,137.53,131.25,124.39,118.14
7427,tavuk,44.250298,44.5,42.5,41.34,38.88
7428,hindi,45.515347,45.02,42.95,40.16,38.79
7429,Bakla-kuru,27.716627,27.65,26.38,25.25,23.54
7430,Bakla-taze,57.413475,57.41,55.83,53.45,50.71
7431,Bamya,20.078321,20.06,19.47,18.61,17.59
7432,Barbunya-kuru,28.553045,28.65,27.49,26.27,24.44
7433,Bezelye-taze,51.366295,51.88,47.97,45.64,43.39
7434,Biber-yeşil,51.337936,51.79,49.6,46.64,44.8
7435,Brüksel laha.,97.26436,100.95,97.03,95.19,89.57
7436,Domates,15.055027,14.97,14.42,13.54,13.03
7437,Enginar,47.253063,46.7,44.77,42.48,40.88
7438,Fasulye-kuru,40.002167,39.8,38.37,35.98,33.48
7439,Fasulye-taze,39.244553,39.43,37.32,35.46,34.43
7440,Havuç,37.234035,37.27,36.05,34.41,32.74
7441,Salatalık,16.763577,16.72,15.99,15.0,14.33
7442,Ispanak,52.685528,51.74,50.5,46.96,44.68
7443,Kabak,36.75127,36.84,34.99,33.2,31.39
7444,Karnabahar,36.14017,35.88,34.55,32.85,30.93
7445,Kereviz-baş,23.887047,23.71,22.83,21.58,20.37
7446,Kırmızı-pancar,23.608723,23.63,22.72,21.69,20.71
7447,Lahana,30.247326,30.21,28.94,27.71,26.4
7448,Mantar,55.785103,55.87,53.36,50.73,47.85
7449,Marul,26.506844,26.46,25.24,23.7,22.35
7450,Mercimek-kuru,21.418629,21.47,20.67,19.4,18.43
7451,Nohut,16.67162,16.58,16.16,15.16,14.3
7452,Pancar,32.844,32.72,31.28,29.94,28.63
7453,Patates,13.028339,12.99,12.54,11.82,11.1
7454,Patlıcan,31.245985,31.3,29.82,28.41,26.89
7455,Pazı,8.63144,8.68,8.31,7.82,7.38
7456,Pırasa,13.585567,13.53,13.04,12.29,11.62
7457,Semizotu,10.841176,10.83,10.52,10.01,9.57
7458,Buğday ekmeği,2.9546702,2.96,2.87,2.76,2.64
7459,Bulgur,6.2967277,6.34,6.04,5.81,5.48
7460,Erişte,13.748456,13.75,13.27,12.71,12.0
7461,Makarna,6.1762633,6.18,5.96,5.69,5.42
7462,Mısır,7.264667,7.24,7.05,6.73,6.42
7463,Mısır unu,55.360615,54.3,52.34,48.86,46.72
7464,Nişasta,21.108187,21.04,20.28,19.21,18.43
7465,Pilav,17.699516,17.67,17.12,16.23,15.5
7466,Pirinç unu,27.09667,27.11,25.97,24.52,23.26
7467,Şehriye,28.55691,28.62,27.45,26.06,24.74
7468,Tarhana,13.502054,13.49,12.94,12.46,11.97
7469,Yulaf unu,56.265114,56.3,54.03,50.97,49.06
7470,yumurta,32.00301,32.1,30.66,29.37,27.91
7471,beyaz peynir,70.60624,70.05,67.14,62.69,59.88
7472,Kaşar peyniri,59.086708,58.92,56.42,53.65,51.86
7473,krema,32.542362,32.37,31.07,28.88,27.67
7474,yoğurt,55.548836,54.71,52.26,49.34,46.66
7475,sucuk,68.85705,68.89,65.96,61.94,60.0
7476,salam,46.984043,47.06,45.43,43.9,41.55
7477,sosis,51.121006,50.82,49.51,46.44,44.04
7478,tam buğday ekmek,17.346935,17.45,16.36,15.63,14.82
7479,kaymak,58.80824,58.91,56.31,53.91,51.07
7480,bal,101.74753,109.53,105.05,99.28,94.58
7481,tereyağ,74.39378,73.04,69.61,67.15,63.61
7482,Armut,16.097672,16.11,15.63,15.14,14.35
7483,Çilek,20.219353,20.11,19.56,18.63,17.72
7484,Elma,22.841555,22.88,22.29,21.6,20.84
7485,Erik türleri,28.803743,28.67,27.24,25.87,24.48
7486,İncir,16.466928,16.44,15.71,15.16,14.43
7487,Karadut,21.144072,21.18,20.1,18.87,17.86
7488,Karpuz,27.879955,27.79,26.84,25.1,23.6
7489,Kavun,28.423365,28.52,27.44,26.77,25.5
7490,Kayısı,14.301902,14.23,13.63,12.81,12.37
7491,Kiraz,21.841585,21.74,20.71,19.66,18.85
7492,Limon,12.505893,12.58,11.92,11.11,10.56
7493,Mandalina,13.179333,13.21,12.62,12.13,11.44
7494,Muz,38.8621,38.67,36.89,35.02,33.24
7495,Nar,31.810492,31.87,30.75,29.2,27.85
7496,Portakal,16.529133,16.52,16.02,15.18,14.27
7497,Şeftali,20.920296,20.84,19.84,18.7,17.84
7498,Üzüm,21.289288,21.29,20.21,19.63,18.83
7499,Vişne,16.860752,16.97,16.02,15.53,14.57
7500,fındık,66.3973,66.33,63.91,60.31,56.6
7501,fıstık,64.82363,65.01,62.44,59.78,56.26
7502,kaju,64.19532,63.77,61.43,58.45,55.89
7503,badem,64.01142,63.96,61.45,58.14,55.32
7504,ceviz,69.81326,69.93,67.62,65.16,62.37
7505,kıyma,148.05002,140.94,136.3,127.65,118.79
7506,tavuk,43.065067,43.3,41.71,39.69,37.7
7507,hindi,44.937855,45.23,43.66,41.76,39.59
7508,Bakla-kuru,30.847397,30.54,29.65,27.81,26.56
7509,Bakla-taze,68.76981,68.72,66.27,62.98,60.45
7510,Bamya,23.76299,23.7,22.89,21.76,20.79
7511,Barbunya-kuru,24.656624,24.54,23.65,22.48,21.05
7512,Bezelye-taze,47.657875,47.97,45.74,43.21,41.39
7513,Biber-yeşil,51.338856,50.85,48.82,45.83,44.05
7514,Brüksel laha.,104.767944,104.37,100.42,94.47,90.62
7515,Domates,19.122814,19.03,18.16,17.03,16.27
7516,Enginar,50.036896,50.79,48.68,46.41,44.1
7517,Fasulye-kuru,39.614395,39.51,37.59,35.79,33.72
7518,Fasulye-taze,40.47178,40.25,38.86,37.27,35.59
7519,Havuç,30.904741,30.85,29.86,28.4,27.21
7520,Salatalık,17.615623,17.41,17.02,16.02,14.96
7521,Ispanak,51.27979,51.34,49.55,46.82,44.14
7522,Kabak,38.05871,37.95,36.47,34.45,32.65
7523,Karnabahar,31.570251,31.55,30.14,28.26,27.01
7524,Kereviz-baş,26.38311,26.27,25.56,24.28,23.1
7525,Kırmızı-pancar,25.459162,25.35,24.41,23.57,22.51
7526,Lahana,30.004942,29.98,28.99,27.81,26.06
7527,Mantar,53.54099,53.83,51.76,48.74,46.26
7528,Marul,25.383438,25.38,24.64,23.25,22.01
7529,Mercimek-kuru,21.89646,21.92,20.77,19.66,18.5
7530,Nohut,19.544617,19.54,18.68,18.12,17.35
7531,Pancar,26.80739,26.84,25.68,24.24,23.25
7532,Patates,11.266485,11.26,10.7,10.2,9.73
7533,Patlıcan,34.55418,34.43,33.2,31.46,29.74
7534,Pazı,9.143695,9.22,8.83,8.29,7.77
7535,Pırasa,11.771235,11.79,11.32,10.7,10.06
7536,Semizotu,9.482274,9.44,9.23,8.74,8.13
7537,Buğday ekmeği,3.0913477,3.04,2.94,2.8,2.68
7538,Bulgur,6.2799335,6.25,6.01,5.7,5.45
7539,Erişte,15.862548,15.88,15.08,14.12,13.48
7540,Makarna,7.002037,7.03,6.67,6.42,6.11
7541,Mısır,9.30369,9.32,8.92,8.39,8.06
7542,Mısır unu,50.14445,50.06,48.01,45.21,42.42
7543,Nişasta,20.888414,20.99,20.15,19.69,18.63
7544,Pilav,17.680014,17.71,16.96,16.19,15.52
7545,Pirinç unu,33.091442,32.55,31.7,29.53,28.12
7546,Şehriye,33.0467,33.21,31.6,29.82,28.35
7547,Tarhana,13.894237,13.88,13.37,12.71,11.93
7548,Yulaf unu,55.95086,56.12,52.67,49.73,46.96
7549,yumurta,32.167572,32.1,30.47,28.92,27.38
7550,beyaz peynir,63.134956,63.18,60.48,58.23,54.51
7551,Kaşar peyniri,74.21758,74.59,70.79,68.91,64.27
7552,krema,31.644482,31.73,30.81,29.24,27.9
7553,yoğurt,56.563522,56.22,54.57,51.95,49.24
7554,sucuk,64.62356,64.86,62.47,60.14,56.98
7555,salam,45.901,45.79,44.3,42.17,40.58
7556,sosis,55.37999,54.71,51.18,48.47,46.16
7557,tam buğday ekmek,16.83337,16.88,16.24,15.68,14.77
7558,kaymak,60.51859,60.53,57.71,54.98,51.68
7559,bal,99.26523,112.11,108.87,104.3,98.69
7560,tereyağ,72.08927,72.25,69.47,65.51,61.92
7561,Armut,16.516743,16.52,15.72,14.94,14.33
7562,Çilek,20.359476,20.27,19.59,18.58,17.61
7563,Elma,21.783712,21.82,21.0,20.23,19.31
7564,Erik türleri,26.97041,26.9,25.82,24.41,23.13
7565,İncir,15.23539,15.21,14.92,14.34,13.72
7566,Karadut,19.667313,19.54,18.89,17.87,17.27
7567,Karpuz,30.795498,30.88,29.56,27.89,26.72
7568,Kavun,32.0897,31.9,30.38,28.57,27.22
7569,Kayısı,18.93797,19.0,18.01,17.24,16.42
7570,Kiraz,23.337605,23.37,22.26,21.04,19.96
7571,Limon,14.120439,14.13,13.48,12.75,12.14
7572,Mandalina,14.8516245,14.93,14.27,13.72,13.1
7573,Muz,33.523544,33.45,32.41,30.74,29.47
7574,Nar,38.427143,38.35,37.16,35.43,33.37
7575,Portakal,16.04147,15.99,15.39,14.71,13.89
7576,Şeftali,21.698051,21.58,20.92,19.94,18.69
7577,Üzüm,21.412415,21.56,20.48,19.05,18.36
7578,Vişne,17.164371,17.12,16.4,15.31,14.55
7579,fındık,57.575672,57.51,55.34,52.55,51.05
7580,fıstık,69.813736,70.25,66.19,63.25,60.38
7581,kaju,70.49634,70.21,67.0,64.82,61.58
7582,badem,62.34912,62.87,59.72,57.3,53.93
7583,ceviz,81.484215,78.72,75.15,71.02,68.24
7584,kıyma,123.4278,132.42,126.86,121.09,115.46
7585,tavuk,43.109196,43.24,41.63,39.65,37.5
7586,hindi,50.968052,51.01,49.54,46.71,44.49
7587,Bakla-kuru,31.284332,31.08,29.59,27.84,26.81
7588,Bakla-taze,51.866676,52.12,50.09,47.73,45.45
7589,Bamya,21.643703,21.47,20.73,19.61,18.76
7590,Barbunya-kuru,24.023563,23.94,23.41,22.62,21.47
7591,Bezelye-taze,50.235695,50.31,48.09,45.39,42.74
7592,Biber-yeşil,53.06951,53.11,51.69,48.41,45.91
7593,Brüksel laha.,102.21088,104.3,99.07,94.28,89.29
7594,Domates,15.708012,15.66,15.03,14.1,13.34
7595,Enginar,50.78984,50.82,48.07,45.98,43.69
7596,Fasulye-kuru,41.324398,41.38,39.73,37.51,35.49
7597,Fasulye-taze,39.82704,39.76,37.65,36.03,34.55
7598,Havuç,38.05893,37.83,36.95,35.08,33.48
7599,Salatalık,15.543276,15.54,15.08,14.42,13.82
7600,Ispanak,48.716583,48.14,46.04,43.56,41.65
7601,Kabak,31.048111,31.05,29.39,28.19,26.82
7602,Karnabahar,38.200928,38.31,36.6,34.79,32.58
7603,Kereviz-baş,26.914986,27.01,26.29,25.22,23.93
7604,Kırmızı-pancar,24.047148,23.97,22.86,21.89,20.99
7605,Lahana,29.408407,29.42,28.1,26.01,24.96
7606,Mantar,65.49415,65.47,62.55,59.47,56.61
7607,Marul,23.859924,23.76,23.21,21.88,20.71
7608,Mercimek-kuru,21.761436,21.82,20.42,19.94,19.18
7609,Nohut,19.883747,19.9,18.95,18.07,16.89
7610,Pancar,29.869034,29.59,28.96,26.97,25.73
7611,Patates,12.562408,12.59,12.14,11.59,11.07
7612,Patlıcan,32.777428,32.83,31.55,29.82,28.29
7613,Pazı,8.833937,8.87,8.54,8.15,7.69
7614,Pırasa,13.554572,13.59,12.97,12.19,11.54
7615,Semizotu,10.35438,10.42,9.88,9.4,8.93
7616,Buğday ekmeği,3.1392071,3.14,3.04,2.92,2.77
7617,Bulgur,6.277904,6.28,6.01,5.83,5.64
7618,Erişte,13.570477,13.54,13.02,12.59,12.04
7619,Makarna,6.0472946,6.1,5.8,5.51,5.33
7620,Mısır,9.257052,9.24,8.93,8.32,7.88
7621,Mısır unu,48.594006,48.49,46.68,44.52,42.97
7622,Nişasta,22.800802,22.9,21.9,20.95,19.97
7623,Pilav,16.884476,16.82,16.21,15.35,14.8
7624,Pirinç unu,30.854137,30.96,29.93,28.4,26.69
7625,Şehriye,29.247309,29.17,27.97,26.46,25.51
7626,Tarhana,14.14744,14.05,13.66,12.95,12.25
7627,Yulaf unu,50.013718,50.42,48.54,46.0,44.79
7628,yumurta,32.330097,32.31,31.54,29.72,27.94
7629,beyaz peynir,74.70387,75.62,72.71,68.41,64.07
7630,Kaşar peyniri,71.193245,69.19,67.13,62.83,60.4
7631,krema,34.260582,34.31,32.84,31.63,29.9
7632,yoğurt,48.52271,47.76,46.04,43.58,41.14
7633,sucuk,61.154804,60.97,58.1,54.95,52.71
7634,salam,43.16285,42.94,42.18,39.95,38.52
7635,sosis,52.178753,52.22,49.57,46.92,44.28
7636,tam buğday ekmek,19.061312,19.1,18.29,17.18,16.26
7637,kaymak,60.396076,60.18,57.34,54.7,51.57
7638,bal,100.224236,101.98,96.0,91.17,86.03
7639,tereyağ,65.53331,65.22,62.97,59.54,56.72
7640,Armut,16.743877,16.76,16.0,15.08,14.36
7641,Çilek,22.227016,22.3,21.24,20.17,19.28
7642,Elma,26.885372,26.87,25.6,24.2,22.86
7643,Erik türleri,32.5637,32.47,30.97,29.67,28.27
7644,İncir,15.713345,15.59,15.1,14.44,13.84
7645,Karadut,24.376534,24.4,23.56,22.4,21.49
7646,Karpuz,25.279638,25.41,24.34,23.16,21.63
7647,Kavun,29.461277,29.29,27.83,26.09,25.18
7648,Kayısı,17.720476,17.58,17.06,16.06,15.39
7649,Kiraz,21.61124,21.45,20.85,19.63,18.56
7650,Limon,13.095017,13.07,12.51,11.82,11.43
7651,Mandalina,12.55968,12.59,12.05,11.32,10.89
7652,Muz,39.48164,39.12,37.6,34.9,33.01
7653,Nar,34.620583,34.65,33.38,31.72,30.09
7654,Portakal,19.565205,19.61,18.53,17.49,16.53
7655,Şeftali,19.552979,19.54,18.7,17.63,16.79
7656,Üzüm,22.401972,22.32,21.32,20.01,18.74
7657,Vişne,15.499494,15.43,14.92,14.03,13.38
7658,fındık,62.33777,62.71,59.59,56.6,53.55
7659,fıstık,72.00258,71.56,67.3,63.82,60.43
7660,kaju,70.584656,71.61,67.94,64.52,61.18
7661,badem,70.96381,70.34,67.01,63.38,60.73
7662,ceviz,80.18531,76.92,73.84,69.12,66.29
7663,kıyma,122.893974,141.54,135.84,129.42,124.33
7664,tavuk,45.397152,45.05,43.83,41.68,39.45
7665,hindi,51.422688,51.35,49.98,47.49,45.24
7666,Bakla-kuru,28.595743,28.65,27.09,25.67,24.42
7667,Bakla-taze,50.416763,50.59,48.01,46.24,44.4
7668,Bamya,20.190407,20.17,19.28,18.34,17.37
7669,Barbunya-kuru,25.59049,25.61,24.17,22.98,21.75
7670,Bezelye-taze,47.13021,46.77,45.32,42.64,40.08
7671,Biber-yeşil,45.91615,45.9,43.4,41.06,39.85
7672,Brüksel laha.,100.59627,105.41,99.52,95.42,91.15
7673,Domates,15.451358,15.51,14.66,13.63,13.05
7674,Enginar,47.030674,46.89,45.06,42.78,40.42
7675,Fasulye-kuru,41.272926,41.12,38.87,36.69,34.83
7676,Fasulye-taze,40.739788,40.51,38.88,36.97,35.11
7677,Havuç,32.743732,32.86,31.98,30.89,29.63
7678,Salatalık,14.819188,14.79,14.1,13.42,12.8
7679,Ispanak,54.08134,53.53,52.36,50.12,47.44
7680,Kabak,28.64008,28.47,27.27,25.5,24.54
7681,Karnabahar,31.439703,31.26,30.07,28.26,26.61
7682,Kereviz-baş,26.98583,26.75,26.04,24.66,23.35
7683,Kırmızı-pancar,22.778341,22.8,21.79,20.92,19.85
7684,Lahana,30.203661,30.27,29.07,27.69,26.59
7685,Mantar,53.88746,53.94,51.01,48.53,46.14
7686,Marul,24.897493,24.88,24.0,22.8,21.71
7687,Mercimek-kuru,19.89571,19.92,18.81,18.1,17.33
7688,Nohut,21.211521,21.12,20.16,19.12,18.13
